1514764800, 1, 16, 12, 12, 7, 14, 71, 154, 127, 142, 109, 87
1514851200, 83, 157, 184, 96, 78, 172, 462, 835, 746, 745, 610, 509
1514937600, 361, 286, 191, 101, 74, 202, 536, 938, 905, 1169, 905, 756
1515024000, 461, 374, 187, 103, 108, 213, 519, 870, 700, 668, 579, 366
1515110400, 359, 500, 360, 143, 121, 284, 759, 1319, 1096, 1201, 1059, 597
1515196800, 429, 355, 190, 135, 83, 162, 476, 517, 250, 160, 82, 56
1515283200, 36, 28, 25, 12, 18, 28, 88, 296, 248, 149, 133, 126
1515369600, 63, 208, 134, 86, 49, 133, 569, 944, 898, 959, 831, 906
1515456000, 623, 426, 280, 134, 90, 165, 683, 1338, 1177, 838, 580, 543
1515542400, 313, 304, 162, 100, 57, 120, 411, 865, 732, 631, 692, 672
1515628800, 409, 309, 177, 102, 63, 168, 748, 1066, 1129, 687, 494, 451
1515715200, 408, 436, 343, 175, 126, 274, 702, 913, 780, 928, 601, 402
1515801600, 286, 361, 314, 157, 88, 202, 423, 480, 158, 114, 316, 340
1515888000, 227, 217, 173, 85, 70, 82, 270, 556, 494, 302, 90, 103
1515974400, 58, 170, 123, 74, 53, 107, 283, 629, 536, 381, 271, 135
1516060800, 421, 374, 242, 147, 71, 174, 627, 977, 1005, 787, 602, 187
1516147200, 135, 149, 170, 65, 50, 151, 681, 1047, 1084, 1077, 687, 392
1516233600, 213, 137, 74, 39, 31, 41, 105, 189, 243, 240, 220, 271
1516320000, 182, 229, 220, 120, 64, 210, 583, 985, 806, 653, 525, 463
1516406400, 290, 315, 290, 167, 91, 216, 407, 392, 324, 342, 484, 439
1516492800, 391, 323, 211, 139, 78, 122, 226, 330, 658, 362, 296, 102
1516579200, 132, 349, 215, 86, 77, 230, 518, 844, 963, 916, 566, 499
1516665600, 502, 431, 260, 89, 92, 192, 658, 1244, 1114, 765, 665, 490
1516752000, 498, 358, 327, 150, 107, 307, 709, 1152, 847, 880, 604, 450
1516838400, 465, 500, 269, 143, 124, 273, 731, 1076, 996, 1048, 848, 794
1516924800, 638, 877, 474, 225, 174, 340, 761, 804, 728, 479, 384, 322
1517011200, 296, 205, 156, 91, 61, 117, 261, 458, 348, 165, 204, 225
1517097600, 304, 244, 165, 83, 29, 49, 194, 356, 383, 221, 216, 128
1517184000, 113, 383, 196, 103, 109, 193, 742, 1259, 1115, 957, 542, 566
1517270400, 744, 626, 359, 169, 109, 277, 657, 1282, 991, 550, 505, 460
1517356800, 374, 291, 134, 65, 32, 62, 169, 271, 253, 161, 70, 44
1517443200, 61, 76, 148, 84, 58, 160, 576, 727, 744, 568, 663, 461
1517529600, 402, 448, 349, 186, 145, 347, 970, 1456, 1050, 1145, 746, 619
1517616000, 418, 330, 324, 164, 92, 210, 470, 533, 383, 356, 369, 271
1517702400, 230, 227, 107, 66, 45, 83, 305, 465, 347, 188, 228, 153
1517788800, 90, 241, 238, 131, 65, 137, 646, 1146, 1429, 1062, 1030, 769
1517875200, 454, 279, 212, 108, 68, 191, 666, 904, 828, 640, 846, 637
1517961600, 493, 338, 209, 114, 83, 219, 762, 1114, 925, 779, 528, 364
1518048000, 250, 396, 224, 129, 107, 228, 656, 1044, 792, 579, 545, 474
1518134400, 504, 420, 311, 164, 114, 263, 483, 705, 624, 607, 552, 693
1518220800, 409, 424, 401, 199, 140, 271, 717, 680, 466, 259, 263, 289
1518307200, 422, 377, 311, 156, 98, 175, 357, 525, 457, 216, 423, 393
1518393600, 267, 262, 201, 100, 53, 173, 731, 885, 888, 1093, 707, 487
1518480000, 389, 393, 252, 113, 63, 185, 591, 961, 1240, 956, 726, 686
1518566400, 446, 347, 211, 111, 63, 166, 446, 1068, 1227, 1043, 1028, 735
