1514419200, 33213475, 1548.04, 40118532, 1358.41, 77757865, 1132.56, 46565646, 936.30, 79437344, 774.18, 57048689, 712.20, 43678268, 705.30, 78124169, 700.50, 56606505, 687.39, 63591393, 661.20
1515024000, 2073520, 5012.97, 47123844, 4324.50, 47123844, 4180.80, 47123844, 4105.20, 47123844, 4030.30, 47123844, 3956.10, 47123844, 3882.60, 47123844, 3809.80, 47123844, 3737.70, 51878992, 3686.40
1515628800, 51878992, 14220.00, 47123844, 13446.10, 47123844, 13173.90, 47123844, 13039.50, 47123844, 12905.80, 47123844, 12772.80, 47123844, 12640.50, 47123844, 12508.90, 47123844, 12378.00, 47123844, 12247.80
1516233600, 47123844, 32366.20, 47123844, 32157.10, 47123844, 31946.40, 47123844, 31736.40, 47123844, 31527.10, 47123844, 31318.50, 47123844, 31110.60, 47123844, 30903.40, 47123844, 30696.90, 47123844, 30491.10
1516838400, 47123844, 56099.20, 47123844, 55852.60, 47123844, 55574.70, 47123844, 55297.50, 47123844, 55021.00, 47123844, 54745.20, 47123844, 54470.10, 47123844, 54195.70, 47123844, 53922.00, 47123844, 53649.00
1517443200, 47123844, 84008.70, 47123844, 82956.10, 47123844, 82617.30, 47123844, 82279.20, 47123844, 81941.80, 47123844, 81605.10, 47123844, 81269.10, 47123844, 80933.80, 47123844, 80599.20, 47123844, 80265.30
1518048000, 47123844, 125600.23, 47123844, 125287.00, 47123844, 124870.50, 47123844, 124454.70, 47123844, 124039.60, 47123844, 123625.20, 47123844, 123211.50, 47123844, 122798.50, 47123844, 122386.20, 47123844, 121974.60
1518652800, 47123844, 161755.81, 47123844, 161661.43, 47123844, 161188.23, 47123844, 160715.73, 47123844, 160243.93, 47123844, 159772.83, 47123844, 159302.43, 47123844, 158832.73, 47123844, 158363.73, 47123844, 157895.43
1519257600, 47123844, 207359.71, 47123844, 207210.31, 47123844, 206674.11, 47123844, 206138.61, 47123844, 205603.81, 47123844, 205069.71, 47123844, 204536.31, 47123844, 204003.61, 47123844, 203471.61, 47123844, 202940.31
1519862400, 51878992, 111142.90, 57123959, 17734.90, 60025659, 14994.82, 60025659, 14988.82, 61986282, 13227.39, 63687177, 12531.66, 12443097, 10483.53, 12443097, 10482.03, 12443097, 9705.03, 50180668, 7966.53
1520467200, 41847830, 5382.21, 35980718, 3368.55, 46988223, 2972.62, 22502625, 2838.00, 32171272, 2070.42, 76794305, 1422.00, 49716641, 1118.35, 30006326, 1077.60, 60909833, 1013.01, 6352804, 908.61
1521072000, 61986282, 13328.89, 71408207, 1349.19, 30006326, 1076.70, 67590681, 934.32, 12626070, 683.88, 16725220, 428.85, 9549801, 399.30, 11144559, 346.05, 69004391, 273.31, 12889273, 244.80
1521676800, 23315563, 1906.02, 23315563, 1857.72, 49716641, 1151.25, 9522144, 552.30, 70247159, 548.70, 421955, 484.00, 421955, 474.90, 26308038, 263.10, 65473398, 174.03, 40872553, 103.50
1522281600, 788867, 1372.83, 788867, 1339.93, 57320526, 1001.67, 60834232, 712.26, 63433384, 628.05, 9549801, 398.40, 37105403, 373.30, 53165245, 363.70, 11144559, 348.85, 67711219, 298.02
1522886400, 63483890, 3551.40, 788867, 1406.43, 58089209, 1298.50, 30006326, 1107.70, 30006326, 1107.70, 69580355, 861.76, 60834232, 736.06, 53165245, 405.00, 53165245, 384.00, 47931530, 271.80
