1514419200, 445, 459, 387, 209, 159, 388, 1069, 1927, 1778, 2056, 1624, 1352
1515024000, 2284, 2195, 1338, 713, 526, 1105, 3505, 6149, 5101, 4606, 3956, 3266
1515628800, 1944, 2016, 1542, 805, 521, 1158, 3734, 5668, 5186, 4276, 3061, 2010
1516233600, 2208, 2142, 1597, 790, 540, 1318, 3206, 5136, 4955, 4158, 3360, 2714
1516838400, 2934, 3126, 1753, 879, 638, 1311, 3515, 5506, 4814, 3581, 2769, 2539
1517443200, 2148, 1939, 1587, 853, 556, 1347, 4395, 6345, 5706, 4738, 4410, 3274
1518048000, 2687, 2619, 1911, 972, 638, 1461, 3981, 5868, 5694, 4753, 4244, 3757
1518652800, 2605, 2744, 1924, 1191, 767, 1712, 5027, 7425, 5964, 3985, 4236, 3450
1519257600, 2781, 2670, 2003, 1035, 724, 1611, 4456, 6531, 5716, 4269, 3169, 3014
1519862400, 117, 95, 50, 30, 14, 18, 75, 144, 145, 152, 89, 56
1520467200, 9, 15, 9, 0, 2, 4, 19, 18, 32, 26, 14, 7
1521072000, 9, 5, 0, 2, 1, 1, 4, 19, 8, 4, 3, 5
1521676800, 20, 6, 3, 2, 5, 2, 7, 14, 13, 13, 12, 7
1522281600, 5, 5, 2, 0, 0, 1, 7, 12, 13, 3, 4, 4
1522886400, 3, 0, 3, 20, 2, 2, 5, 8, 5, 3, 3, 1
