1519084800, 145, 311, 179, 117, 73, 191, 692, 1071, 1133, 887, 778, 693
1519171200, 528, 430, 301, 164, 109, 272, 780, 1534, 1238, 682, 756, 763
1519257600, 385, 396, 351, 156, 131, 244, 666, 1172, 1027, 618, 454, 386
1519344000, 382, 443, 414, 198, 140, 382, 1162, 1637, 1503, 1166, 891, 637
1519430400, 364, 236, 204, 121, 79, 139, 314, 442, 254, 158, 272, 332
1519516800, 322, 260, 199, 125, 67, 119, 401, 460, 464, 325, 151, 108
1519603200, 132, 337, 214, 115, 69, 197, 714, 1111, 1063, 972, 482, 479
1519689600, 682, 609, 372, 190, 145, 300, 840, 1157, 947, 645, 711, 982
1519776000, 501, 375, 240, 124, 87, 223, 342, 495, 353, 302, 179, 64
1519862400, 63, 59, 25, 11, 7, 5, 24, 35, 80, 61, 18, 17
1519948800, 15, 12, 3, 5, 3, 3, 16, 31, 14, 14, 11, 11
1520035200, 12, 9, 6, 3, 2, 2, 8, 14, 15, 13, 11, 10
1520121600, 7, 0, 3, 3, 0, 4, 10, 16, 7, 11, 15, 4
1520208000, 7, 3, 5, 0, 0, 2, 6, 8, 5, 15, 6, 3
1520294400, 6, 5, 5, 1, 0, 1, 7, 33, 13, 33, 21, 11
1520380800, 4, 6, 2, 7, 2, 1, 3, 6, 10, 5, 7, 0
1520467200, 1, 1, 1, 0, 0, 1, 16, 8, 16, 11, 3, 1
1520553600, 4, 3, 4, 0, 0, 2, 0, 1, 3, 4, 5, 2
1520640000, 2, 0, 1, 0, 0, 0, 0, 1, 1, 2, 1, 3
1520726400, 0, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0
1520812800, 1, 1, 1, 0, 2, 0, 0, 3, 8, 3, 1, 0
1520899200, 1, 6, 2, 0, 0, 0, 2, 1, 0, 3, 2, 0
1520985600, 0, 2, 0, 0, 0, 0, 1, 3, 2, 1, 1, 1
1521072000, 2, 0, 0, 0, 0, 0, 0, 13, 3, 1, 0, 5
1521158400, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
1521244800, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
1521331200, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0
1521417600, 2, 1, 0, 1, 0, 0, 2, 0, 3, 2, 1, 0
1521504000, 1, 1, 0, 0, 0, 0, 0, 2, 2, 0, 1, 0
1521590400, 2, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0
1521676800, 0, 0, 0, 1, 0, 0, 3, 1, 1, 0, 1, 0
1521763200, 4, 0, 0, 0, 1, 2, 0, 2, 5, 6, 4, 2
1521849600, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0
1521936000, 1, 0, 0, 0, 1, 0, 1, 0, 2, 3, 2, 0
1522022400, 2, 1, 0, 0, 0, 0, 1, 5, 1, 1, 1, 1
1522108800, 7, 3, 2, 0, 1, 0, 2, 5, 0, 2, 0, 3
1522195200, 5, 1, 0, 1, 2, 0, 0, 1, 3, 1, 3, 1
1522281600, 2, 2, 0, 0, 0, 0, 1, 1, 3, 2, 1, 0
1522368000, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
1522454400, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 2
1522540800, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 0
1522627200, 1, 1, 0, 0, 0, 0, 0, 2, 2, 0, 1, 2
1522713600, 1, 0, 0, 0, 0, 0, 3, 3, 4, 0, 1, 0
1522800000, 0, 1, 1, 0, 0, 1, 2, 1, 1, 0, 1, 0
1522886400, 1, 0, 0, 0, 1, 0, 1, 2, 2, 0, 1, 1
1522972800, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0
1523059200, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
1523145600, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
1523232000, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 0
1523318400, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0
1523404800, 0, 0, 0, 20, 1, 0, 2, 2, 0, 1, 1, 0
1523491200, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1
1523577600, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1
1523664000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
1523750400, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1
1523836800, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 2
1523923200, 0, 0, 0, 1, 0, 1, 0, 3, 1, 1, 2, 1
